"Term","Class","Method","File"
"SIMPlugin::compute_Ug4","SIMPlugin","compute_Ug4","Source6.cpp"
"SIMPlugin::compute_Ubi","SIMPlugin","compute_Ubi","Source6.cpp"
"SIMPlugin::compute_FU","SIMPlugin","compute_FU","Source6.cpp"
"SIMPlugin::compute_Ug4","SIMPlugin","compute_Ug4","Source6.cpp"
"SIMPlugin::compute_Ubi","SIMPlugin","compute_Ubi","Source6.cpp"
"SIMPlugin::compute_FU","SIMPlugin","compute_FU","Source6.cpp"
"SIMPlugin::compute_Ug4","SIMPlugin","compute_Ug4","Source6.cpp"
"SIMPlugin::compute_Ubi","SIMPlugin","compute_Ubi","Source6.cpp"
"SIMPlugin::compute_FU","SIMPlugin","compute_FU","Source6.cpp"
"SIMPlugin::compute_Ug4","SIMPlugin","compute_Ug4","Source6.cpp"
"SIMPlugin::compute_Ubi","SIMPlugin","compute_Ubi","Source6.cpp"
"SIMPlugin::compute_FU","SIMPlugin","compute_FU","Source6.cpp"
"MultiUQFFCompressionModule::computeHtz","MultiUQFFCompressionModule","computeHtz","source60.cpp"
"MultiUQFFCompressionModule::computeF_env","MultiUQFFCompressionModule","computeF_env","source60.cpp"
"MultiUQFFCompressionModule::computeQuantumTerm","MultiUQFFCompressionModule","computeQuantumTerm","source60.cpp"
"MultiUQFFCompressionModule::computeFluidTerm","MultiUQFFCompressionModule","computeFluidTerm","source60.cpp"
"MultiUQFFCompressionModule::computeUgSum","MultiUQFFCompressionModule","computeUgSum","source60.cpp"
"MultiUQFFCompressionModule::computeMsfFactor","MultiUQFFCompressionModule","computeMsfFactor","source60.cpp"
"MultiUQFFCompressionModule::computeDMPertTerm","MultiUQFFCompressionModule","computeDMPertTerm","source60.cpp"
"MultiUQFFCompressionModule::computeG","MultiUQFFCompressionModule","computeG","source60.cpp"
"UFEOrbModule::computeTminus","UFEOrbModule","computeTminus","source64.cpp"
"UFEOrbModule::computeUgSum","UFEOrbModule","computeUgSum","source64.cpp"
"UFEOrbModule::computeUmSum","UFEOrbModule","computeUmSum","source64.cpp"
"UFEOrbModule::computeMetricTerm","UFEOrbModule","computeMetricTerm","source64.cpp"
"UFEOrbModule::computeUbTerm","UFEOrbModule","computeUbTerm","source64.cpp"
"UFEOrbModule::computeFUExtension","UFEOrbModule","computeFUExtension","source64.cpp"
"UFEOrbModule::computeVacEnergy","UFEOrbModule","computeVacEnergy","source64.cpp"
"UFEOrbModule::computePlasmoidCount","UFEOrbModule","computePlasmoidCount","source64.cpp"
"UFEOrbModule::computeUP","UFEOrbModule","computeUP","source64.cpp"
"UFEOrbModule::computeFU","UFEOrbModule","computeFU","source64.cpp"
"NebularUQFFModule::computeNonLocalTerm","NebularUQFFModule","computeNonLocalTerm","source65.cpp"
"NebularUQFFModule::computeUg3","NebularUQFFModule","computeUg3","source65.cpp"
"NebularUQFFModule::computeBlueshift","NebularUQFFModule","computeBlueshift","source65.cpp"
"NebularUQFFModule::computeNeutrinoEnergy","NebularUQFFModule","computeNeutrinoEnergy","source65.cpp"
"NebularUQFFModule::computeDecayRate","NebularUQFFModule","computeDecayRate","source65.cpp"
"NebularUQFFModule::computeDNAEnergy","NebularUQFFModule","computeDNAEnergy","source65.cpp"
"NebularUQFFModule::computeBuoyancy","NebularUQFFModule","computeBuoyancy","source65.cpp"
"NebularUQFFModule::computeStarGeometryAngle","NebularUQFFModule","computeStarGeometryAngle","source65.cpp"
"NebularUQFFModule::computeAccuracy","NebularUQFFModule","computeAccuracy","source65.cpp"
"NebularUQFFModule::computeElectricField","NebularUQFFModule","computeElectricField","source65.cpp"
"NebularUQFFModule::computeNeutronRate","NebularUQFFModule","computeNeutronRate","source65.cpp"
"NebularUQFFModule::computeTransmutationEnergy","NebularUQFFModule","computeTransmutationEnergy","source65.cpp"
"NebularUQFFModule::computeHiggsMass","NebularUQFFModule","computeHiggsMass","source65.cpp"
"NebularUQFFModule::computeStarFormationTemp","NebularUQFFModule","computeStarFormationTemp","source65.cpp"
"NebularUQFFModule::computeRadialVelocity","NebularUQFFModule","computeRadialVelocity","source65.cpp"
"NebularUQFFModule::computeNeutrinoProto","NebularUQFFModule","computeNeutrinoProto","source65.cpp"
"NebularUQFFModule::computeUniversalDecay","NebularUQFFModule","computeUniversalDecay","source65.cpp"
"NebularUQFFModule::computeDNAFlow","NebularUQFFModule","computeDNAFlow","source65.cpp"
"NebularUQFFModule::computeBuoyancyRatio","NebularUQFFModule","computeBuoyancyRatio","source65.cpp"
"NebularUQFFModule::computeGeometricCondition","NebularUQFFModule","computeGeometricCondition","source65.cpp"
"NebularUQFFModule::computeUQFF","NebularUQFFModule","computeUQFF","source65.cpp"
"RedDwarfUQFFModule::computeNonLocalExp","RedDwarfUQFFModule","computeNonLocalExp","source66.cpp"
"RedDwarfUQFFModule::computePiSeries","RedDwarfUQFFModule","computePiSeries","source66.cpp"
"RedDwarfUQFFModule::computeBuoyancySeries","RedDwarfUQFFModule","computeBuoyancySeries","source66.cpp"
"RedDwarfUQFFModule::computeWmag","RedDwarfUQFFModule","computeWmag","source66.cpp"
"RedDwarfUQFFModule::computeUm","RedDwarfUQFFModule","computeUm","source66.cpp"
"RedDwarfUQFFModule::computeUH","RedDwarfUQFFModule","computeUH","source66.cpp"
"RedDwarfUQFFModule::computeUg3","RedDwarfUQFFModule","computeUg3","source66.cpp"
"RedDwarfUQFFModule::computeElectricField","RedDwarfUQFFModule","computeElectricField","source66.cpp"
"RedDwarfUQFFModule::computeNeutronRate","RedDwarfUQFFModule","computeNeutronRate","source66.cpp"
"RedDwarfUQFFModule::computeDeltaN","RedDwarfUQFFModule","computeDeltaN","source66.cpp"
"RedDwarfUQFFModule::computePiSeriesS","RedDwarfUQFFModule","computePiSeriesS","source66.cpp"
"RedDwarfUQFFModule::computeBuoyancySeries","RedDwarfUQFFModule","computeBuoyancySeries","source66.cpp"
"RedDwarfUQFFModule::computeTransmutationQ","RedDwarfUQFFModule","computeTransmutationQ","source66.cpp"
"RedDwarfUQFFModule::computeHiggsMass","RedDwarfUQFFModule","computeHiggsMass","source66.cpp"
"RedDwarfUQFFModule::computeBranchingRatio","RedDwarfUQFFModule","computeBranchingRatio","source66.cpp"
"RedDwarfUQFFModule::computeUQFF","RedDwarfUQFFModule","computeUQFF","source66.cpp"
"InertiaUQFFModule::computeNonLocalExp","InertiaUQFFModule","computeNonLocalExp","source67.cpp"
"InertiaUQFFModule::computeThreeLegProofset","InertiaUQFFModule","computeThreeLegProofset","source67.cpp"
"InertiaUQFFModule::computeVacDensityRatio","InertiaUQFFModule","computeVacDensityRatio","source67.cpp"
"InertiaUQFFModule::computeQuantumScalingFactor","InertiaUQFFModule","computeQuantumScalingFactor","source67.cpp"
"InertiaUQFFModule::computeTwistPhase","InertiaUQFFModule","computeTwistPhase","source67.cpp"
"InertiaUQFFModule::computePseudoMonopoleB","InertiaUQFFModule","computePseudoMonopoleB","source67.cpp"
"InertiaUQFFModule::computeUniversalInertia","InertiaUQFFModule","computeUniversalInertia","source67.cpp"
"InertiaUQFFModule::computeBosonicEnergy","InertiaUQFFModule","computeBosonicEnergy","source67.cpp"
"InertiaUQFFModule::computeMagneticHamiltonian","InertiaUQFFModule","computeMagneticHamiltonian","source67.cpp"
"InertiaUQFFModule::computeEwave","InertiaUQFFModule","computeEwave","source67.cpp"
"InertiaUQFFModule::computeUm","InertiaUQFFModule","computeUm","source67.cpp"
"InertiaUQFFModule::computeUg3","InertiaUQFFModule","computeUg3","source67.cpp"
"InertiaUQFFModule::computeUQFF","InertiaUQFFModule","computeUQFF","source67.cpp"
"HydrogenUQFFModule::computeE0","HydrogenUQFFModule","computeE0","source68.cpp"
"HydrogenUQFFModule::computeHiggsFactor","HydrogenUQFFModule","computeHiggsFactor","source68.cpp"
"HydrogenUQFFModule::computePrecessionFactor","HydrogenUQFFModule","computePrecessionFactor","source68.cpp"
"HydrogenUQFFModule::computeQuantumScaling","HydrogenUQFFModule","computeQuantumScaling","source68.cpp"
"HydrogenUQFFModule::computeVacRatio","HydrogenUQFFModule","computeVacRatio","source68.cpp"
"HydrogenUQFFModule::computeEspace","HydrogenUQFFModule","computeEspace","source68.cpp"
"HydrogenUQFFModule::computeThreeLegProofset","HydrogenUQFFModule","computeThreeLegProofset","source68.cpp"
"HydrogenUQFFModule::computeConservation","HydrogenUQFFModule","computeConservation","source68.cpp"
"HydrogenUQFFModule::computeVacDensityRatio","HydrogenUQFFModule","computeVacDensityRatio","source68.cpp"
"HydrogenUQFFModule::computeQuantumEnergy","HydrogenUQFFModule","computeQuantumEnergy","source68.cpp"
"HydrogenUQFFModule::computeUm","HydrogenUQFFModule","computeUm","source68.cpp"
"HydrogenUQFFModule::computeUg3","HydrogenUQFFModule","computeUg3","source68.cpp"
"HydrogenUQFFModule::computeUQFF","HydrogenUQFFModule","computeUQFF","source68.cpp"
"UQFFCompressionModule::computeHtz","UQFFCompressionModule","computeHtz","source69.cpp"
"UQFFCompressionModule::computeFenv","UQFFCompressionModule","computeFenv","source69.cpp"
"UQFFCompressionModule::computeUg3prime","UQFFCompressionModule","computeUg3prime","source69.cpp"
"UQFFCompressionModule::computePsiTotal","UQFFCompressionModule","computePsiTotal","source69.cpp"
"UQFFCompressionModule::computeQuantumTerm","UQFFCompressionModule","computeQuantumTerm","source69.cpp"
"UQFFCompressionModule::computeFluidTerm","UQFFCompressionModule","computeFluidTerm","source69.cpp"
"UQFFCompressionModule::computeDMTerm","UQFFCompressionModule","computeDMTerm","source69.cpp"
"UQFFCompressionModule::computeUgSum","UQFFCompressionModule","computeUgSum","source69.cpp"
"UQFFCompressionModule::computeMsfFactor","UQFFCompressionModule","computeMsfFactor","source69.cpp"
"UQFFCompressionModule::computeG","UQFFCompressionModule","computeG","source69.cpp"
"SIMPlugin::compute_Ug4","SIMPlugin","compute_Ug4","source7.cpp"
"SIMPlugin::compute_Ubi","SIMPlugin","compute_Ubi","source7.cpp"
"SIMPlugin::compute_FU","SIMPlugin","compute_FU","source7.cpp"
"SIMPlugin::compute_Ug4","SIMPlugin","compute_Ug4","source7.cpp"
"SIMPlugin::compute_Ubi","SIMPlugin","compute_Ubi","source7.cpp"
"SIMPlugin::compute_FU","SIMPlugin","compute_FU","source7.cpp"
"M51UQFFModule::computeHtz","M51UQFFModule","computeHtz","source70.cpp"
"M51UQFFModule::computeFenv","M51UQFFModule","computeFenv","source70.cpp"
"M51UQFFModule::computeUg1","M51UQFFModule","computeUg1","source70.cpp"
"M51UQFFModule::computeUg2","M51UQFFModule","computeUg2","source70.cpp"
"M51UQFFModule::computeUg3prime","M51UQFFModule","computeUg3prime","source70.cpp"
"M51UQFFModule::computeUg4","M51UQFFModule","computeUg4","source70.cpp"
"M51UQFFModule::computeUi","M51UQFFModule","computeUi","source70.cpp"
"M51UQFFModule::computePsiIntegral","M51UQFFModule","computePsiIntegral","source70.cpp"
"M51UQFFModule::computeQuantumTerm","M51UQFFModule","computeQuantumTerm","source70.cpp"
"M51UQFFModule::computeFluidTerm","M51UQFFModule","computeFluidTerm","source70.cpp"
"M51UQFFModule::computeDMTerm","M51UQFFModule","computeDMTerm","source70.cpp"
"M51UQFFModule::computeUgSum","M51UQFFModule","computeUgSum","source70.cpp"
"M51UQFFModule::computeMsfFactor","M51UQFFModule","computeMsfFactor","source70.cpp"
"M51UQFFModule::computeRt","M51UQFFModule","computeRt","source70.cpp"
"M51UQFFModule::computeG","M51UQFFModule","computeG","source70.cpp"
"NGC1316UQFFModule::computeHtz","NGC1316UQFFModule","computeHtz","source71.cpp"
"NGC1316UQFFModule::computeFenv","NGC1316UQFFModule","computeFenv","source71.cpp"
"NGC1316UQFFModule::computeMmerge","NGC1316UQFFModule","computeMmerge","source71.cpp"
"NGC1316UQFFModule::computeUg1","NGC1316UQFFModule","computeUg1","source71.cpp"
"NGC1316UQFFModule::computeUg2","NGC1316UQFFModule","computeUg2","source71.cpp"
"NGC1316UQFFModule::computeUg3prime","NGC1316UQFFModule","computeUg3prime","source71.cpp"
"NGC1316UQFFModule::computeUg4","NGC1316UQFFModule","computeUg4","source71.cpp"
"NGC1316UQFFModule::computeUi","NGC1316UQFFModule","computeUi","source71.cpp"
"NGC1316UQFFModule::computePsiIntegral","NGC1316UQFFModule","computePsiIntegral","source71.cpp"
"NGC1316UQFFModule::computeQuantumTerm","NGC1316UQFFModule","computeQuantumTerm","source71.cpp"
"NGC1316UQFFModule::computeFluidTerm","NGC1316UQFFModule","computeFluidTerm","source71.cpp"
"NGC1316UQFFModule::computeDMTerm","NGC1316UQFFModule","computeDMTerm","source71.cpp"
"NGC1316UQFFModule::computeUgSum","NGC1316UQFFModule","computeUgSum","source71.cpp"
"NGC1316UQFFModule::computeRt","NGC1316UQFFModule","computeRt","source71.cpp"
"NGC1316UQFFModule::computeG","NGC1316UQFFModule","computeG","source71.cpp"
"V838MonUQFFModule::computeUg1","V838MonUQFFModule","computeUg1","source72.cpp"
"V838MonUQFFModule::computeRhodust","V838MonUQFFModule","computeRhodust","source72.cpp"
"V838MonUQFFModule::computeIechoBase","V838MonUQFFModule","computeIechoBase","source72.cpp"
"V838MonUQFFModule::computeTRZCorrection","V838MonUQFFModule","computeTRZCorrection","source72.cpp"
"V838MonUQFFModule::computeUAscCorrection","V838MonUQFFModule","computeUAscCorrection","source72.cpp"
"V838MonUQFFModule::computeIecho","V838MonUQFFModule","computeIecho","source72.cpp"
"NGC1300UQFFModule::computeHtz","NGC1300UQFFModule","computeHtz","source73.cpp"
"NGC1300UQFFModule::computeFenv","NGC1300UQFFModule","computeFenv","source73.cpp"
"NGC1300UQFFModule::computeUg1","NGC1300UQFFModule","computeUg1","source73.cpp"
"NGC1300UQFFModule::computeUg2","NGC1300UQFFModule","computeUg2","source73.cpp"
"NGC1300UQFFModule::computeUg3prime","NGC1300UQFFModule","computeUg3prime","source73.cpp"
"NGC1300UQFFModule::computeUg4","NGC1300UQFFModule","computeUg4","source73.cpp"
"NGC1300UQFFModule::computeUi","NGC1300UQFFModule","computeUi","source73.cpp"
"NGC1300UQFFModule::computePsiIntegral","NGC1300UQFFModule","computePsiIntegral","source73.cpp"
"NGC1300UQFFModule::computeQuantumTerm","NGC1300UQFFModule","computeQuantumTerm","source73.cpp"
"NGC1300UQFFModule::computeFluidTerm","NGC1300UQFFModule","computeFluidTerm","source73.cpp"
"NGC1300UQFFModule::computeDMTerm","NGC1300UQFFModule","computeDMTerm","source73.cpp"
"NGC1300UQFFModule::computeUgSum","NGC1300UQFFModule","computeUgSum","source73.cpp"
"NGC1300UQFFModule::computeMsfFactor","NGC1300UQFFModule","computeMsfFactor","source73.cpp"
"NGC1300UQFFModule::computeRt","NGC1300UQFFModule","computeRt","source73.cpp"
"NGC1300UQFFModule::computeG","NGC1300UQFFModule","computeG","source73.cpp"
"UQFFCompressedResonanceModule::computeHtz","UQFFCompressedResonanceModule","computeHtz","source74.cpp"
"UQFFCompressedResonanceModule::computeFenv","UQFFCompressedResonanceModule","computeFenv","source74.cpp"
"UQFFCompressedResonanceModule::computeUgSum","UQFFCompressedResonanceModule","computeUgSum","source74.cpp"
"UQFFCompressedResonanceModule::computePsiTotal","UQFFCompressedResonanceModule","computePsiTotal","source74.cpp"
"UQFFCompressedResonanceModule::computeResonanceTerm","UQFFCompressedResonanceModule","computeResonanceTerm","source74.cpp"
"UQFFCompressedResonanceModule::computeQuantumTerm","UQFFCompressedResonanceModule","computeQuantumTerm","source74.cpp"
"UQFFCompressedResonanceModule::computeFluidTerm","UQFFCompressedResonanceModule","computeFluidTerm","source74.cpp"
"UQFFCompressedResonanceModule::computeDMTerm","UQFFCompressedResonanceModule","computeDMTerm","source74.cpp"
"UQFFCompressedResonanceModule::computeMsfFactor","UQFFCompressedResonanceModule","computeMsfFactor","source74.cpp"
"UQFFCompressedResonanceModule::computeG","UQFFCompressedResonanceModule","computeG","source74.cpp"
"NGC2264UQFFModule::computeHtz","NGC2264UQFFModule","computeHtz","source76.cpp"
"NGC2264UQFFModule::computeFenv","NGC2264UQFFModule","computeFenv","source76.cpp"
"NGC2264UQFFModule::computeUg1","NGC2264UQFFModule","computeUg1","source76.cpp"
"NGC2264UQFFModule::computeUg2","NGC2264UQFFModule","computeUg2","source76.cpp"
"NGC2264UQFFModule::computeUg3prime","NGC2264UQFFModule","computeUg3prime","source76.cpp"
"NGC2264UQFFModule::computeUg4","NGC2264UQFFModule","computeUg4","source76.cpp"
"NGC2264UQFFModule::computeUi","NGC2264UQFFModule","computeUi","source76.cpp"
"NGC2264UQFFModule::computePsiIntegral","NGC2264UQFFModule","computePsiIntegral","source76.cpp"
"NGC2264UQFFModule::computeQuantumTerm","NGC2264UQFFModule","computeQuantumTerm","source76.cpp"
"NGC2264UQFFModule::computeFluidTerm","NGC2264UQFFModule","computeFluidTerm","source76.cpp"
"NGC2264UQFFModule::computeDMTerm","NGC2264UQFFModule","computeDMTerm","source76.cpp"
"NGC2264UQFFModule::computeUgSum","NGC2264UQFFModule","computeUgSum","source76.cpp"
"NGC2264UQFFModule::computeMsfFactor","NGC2264UQFFModule","computeMsfFactor","source76.cpp"
"NGC2264UQFFModule::computeRt","NGC2264UQFFModule","computeRt","source76.cpp"
"NGC2264UQFFModule::computeG","NGC2264UQFFModule","computeG","source76.cpp"
"UGC10214UQFFModule::computeHtz","UGC10214UQFFModule","computeHtz","source77.cpp"
"UGC10214UQFFModule::computeFenv","UGC10214UQFFModule","computeFenv","source77.cpp"
"UGC10214UQFFModule::computeMmerge","UGC10214UQFFModule","computeMmerge","source77.cpp"
"UGC10214UQFFModule::computeUg1","UGC10214UQFFModule","computeUg1","source77.cpp"
"UGC10214UQFFModule::computeUg2","UGC10214UQFFModule","computeUg2","source77.cpp"
"UGC10214UQFFModule::computeUg3prime","UGC10214UQFFModule","computeUg3prime","source77.cpp"
"UGC10214UQFFModule::computeUg4","UGC10214UQFFModule","computeUg4","source77.cpp"
"UGC10214UQFFModule::computeUi","UGC10214UQFFModule","computeUi","source77.cpp"
"UGC10214UQFFModule::computePsiIntegral","UGC10214UQFFModule","computePsiIntegral","source77.cpp"
"UGC10214UQFFModule::computeQuantumTerm","UGC10214UQFFModule","computeQuantumTerm","source77.cpp"
"UGC10214UQFFModule::computeFluidTerm","UGC10214UQFFModule","computeFluidTerm","source77.cpp"
"UGC10214UQFFModule::computeDMTerm","UGC10214UQFFModule","computeDMTerm","source77.cpp"
"UGC10214UQFFModule::computeUgSum","UGC10214UQFFModule","computeUgSum","source77.cpp"
"UGC10214UQFFModule::computeRt","UGC10214UQFFModule","computeRt","source77.cpp"
"UGC10214UQFFModule::computeG","UGC10214UQFFModule","computeG","source77.cpp"
"NGC4676UQFFModule::computeHtz","NGC4676UQFFModule","computeHtz","source78.cpp"
"NGC4676UQFFModule::computeHeffz","NGC4676UQFFModule","computeHeffz","source78.cpp"
"NGC4676UQFFModule::computeFenv","NGC4676UQFFModule","computeFenv","source78.cpp"
"NGC4676UQFFModule::computeMmerge","NGC4676UQFFModule","computeMmerge","source78.cpp"
"NGC4676UQFFModule::computeUg1","NGC4676UQFFModule","computeUg1","source78.cpp"
"NGC4676UQFFModule::computeUg2","NGC4676UQFFModule","computeUg2","source78.cpp"
"NGC4676UQFFModule::computeUg2THz","NGC4676UQFFModule","computeUg2THz","source78.cpp"
"NGC4676UQFFModule::computeUg3prime","NGC4676UQFFModule","computeUg3prime","source78.cpp"
"NGC4676UQFFModule::computeUg4","NGC4676UQFFModule","computeUg4","source78.cpp"
"NGC4676UQFFModule::computeUi","NGC4676UQFFModule","computeUi","source78.cpp"
"NGC4676UQFFModule::computePsiIntegral","NGC4676UQFFModule","computePsiIntegral","source78.cpp"
"NGC4676UQFFModule::computeQuantumTerm","NGC4676UQFFModule","computeQuantumTerm","source78.cpp"
"NGC4676UQFFModule::computeFluidTerm","NGC4676UQFFModule","computeFluidTerm","source78.cpp"
"NGC4676UQFFModule::computeDMTerm","NGC4676UQFFModule","computeDMTerm","source78.cpp"
"NGC4676UQFFModule::computeUgSum","NGC4676UQFFModule","computeUgSum","source78.cpp"
"NGC4676UQFFModule::computeRt","NGC4676UQFFModule","computeRt","source78.cpp"
"NGC4676UQFFModule::computeG","NGC4676UQFFModule","computeG","source78.cpp"
"RedSpiderUQFFModule::computeFreqSuper","RedSpiderUQFFModule","computeFreqSuper","source79.cpp"
"RedSpiderUQFFModule::computeFreqFluid","RedSpiderUQFFModule","computeFreqFluid","source79.cpp"
"RedSpiderUQFFModule::computeFreqQuantum","RedSpiderUQFFModule","computeFreqQuantum","source79.cpp"
"RedSpiderUQFFModule::computeFreqAether","RedSpiderUQFFModule","computeFreqAether","source79.cpp"
"RedSpiderUQFFModule::computeFreqReact","RedSpiderUQFFModule","computeFreqReact","source79.cpp"
"RedSpiderUQFFModule::computePsiIntegral","RedSpiderUQFFModule","computePsiIntegral","source79.cpp"
"RedSpiderUQFFModule::computeResonanceTerm","RedSpiderUQFFModule","computeResonanceTerm","source79.cpp"
"RedSpiderUQFFModule::computeDPMTerm","RedSpiderUQFFModule","computeDPMTerm","source79.cpp"
"RedSpiderUQFFModule::computeTHzHoleTerm","RedSpiderUQFFModule","computeTHzHoleTerm","source79.cpp"
"RedSpiderUQFFModule::computeUg4i","RedSpiderUQFFModule","computeUg4i","source79.cpp"
"RedSpiderUQFFModule::computeGfromFreq","RedSpiderUQFFModule","computeGfromFreq","source79.cpp"
"RedSpiderUQFFModule::computeG","RedSpiderUQFFModule","computeG","source79.cpp"
"SMBHBinaryUQFFModule::computeFreqSuper","SMBHBinaryUQFFModule","computeFreqSuper","source80.cpp"
"SMBHBinaryUQFFModule::computeFreqFluid","SMBHBinaryUQFFModule","computeFreqFluid","source80.cpp"
"SMBHBinaryUQFFModule::computeFreqQuantum","SMBHBinaryUQFFModule","computeFreqQuantum","source80.cpp"
"SMBHBinaryUQFFModule::computeFreqAether","SMBHBinaryUQFFModule","computeFreqAether","source80.cpp"
"SMBHBinaryUQFFModule::computeFreqReact","SMBHBinaryUQFFModule","computeFreqReact","source80.cpp"
"SMBHBinaryUQFFModule::computePsiIntegral","SMBHBinaryUQFFModule","computePsiIntegral","source80.cpp"
"SMBHBinaryUQFFModule::computeResonanceTerm","SMBHBinaryUQFFModule","computeResonanceTerm","source80.cpp"
"SMBHBinaryUQFFModule::computeDPMTerm","SMBHBinaryUQFFModule","computeDPMTerm","source80.cpp"
"SMBHBinaryUQFFModule::computeTHzHoleTerm","SMBHBinaryUQFFModule","computeTHzHoleTerm","source80.cpp"
"SMBHBinaryUQFFModule::computeUg4i","SMBHBinaryUQFFModule","computeUg4i","source80.cpp"
"SMBHBinaryUQFFModule::computeGfromFreq","SMBHBinaryUQFFModule","computeGfromFreq","source80.cpp"
"SMBHBinaryUQFFModule::computeG","SMBHBinaryUQFFModule","computeG","source80.cpp"
"NGC346UQFFModule::computeHtz","NGC346UQFFModule","computeHtz","source81.cpp"
"NGC346UQFFModule::computeFenv","NGC346UQFFModule","computeFenv","source81.cpp"
"NGC346UQFFModule::computeUg1","NGC346UQFFModule","computeUg1","source81.cpp"
"NGC346UQFFModule::computeUg2","NGC346UQFFModule","computeUg2","source81.cpp"
"NGC346UQFFModule::computeUg3","NGC346UQFFModule","computeUg3","source81.cpp"
"NGC346UQFFModule::computeUg4","NGC346UQFFModule","computeUg4","source81.cpp"
"NGC346UQFFModule::computeUi","NGC346UQFFModule","computeUi","source81.cpp"
"NGC346UQFFModule::computeUm","NGC346UQFFModule","computeUm","source81.cpp"
"NGC346UQFFModule::computePsiIntegral","NGC346UQFFModule","computePsiIntegral","source81.cpp"
"NGC346UQFFModule::computeQuantumTerm","NGC346UQFFModule","computeQuantumTerm","source81.cpp"
"NGC346UQFFModule::computeFluidTerm","NGC346UQFFModule","computeFluidTerm","source81.cpp"
"NGC346UQFFModule::computeDMTerm","NGC346UQFFModule","computeDMTerm","source81.cpp"
"NGC346UQFFModule::computeUgSum","NGC346UQFFModule","computeUgSum","source81.cpp"
"NGC346UQFFModule::computeMsfFactor","NGC346UQFFModule","computeMsfFactor","source81.cpp"
"NGC346UQFFModule::computeRt","NGC346UQFFModule","computeRt","source81.cpp"
"NGC346UQFFModule::computeEcore","NGC346UQFFModule","computeEcore","source81.cpp"
"NGC346UQFFModule::computeTempCore","NGC346UQFFModule","computeTempCore","source81.cpp"
"NGC346UQFFModule::computeG","NGC346UQFFModule","computeG","source81.cpp"
"SMBHUQFFModule::computeCosmicTime","SMBHUQFFModule","computeCosmicTime","source82.cpp"
"SMBHUQFFModule::computeOmegaSGalactic","SMBHUQFFModule","computeOmegaSGalactic","source82.cpp"
"SMBHUQFFModule::computeMuJ","SMBHUQFFModule","computeMuJ","source82.cpp"
"SMBHUQFFModule::computeEReact","SMBHUQFFModule","computeEReact","source82.cpp"
"SMBHUQFFModule::computeDeltaN","SMBHUQFFModule","computeDeltaN","source82.cpp"
"SMBHUQFFModule::computeRhoVacUAScm","SMBHUQFFModule","computeRhoVacUAScm","source82.cpp"
"SMBHUQFFModule::computeUm","SMBHUQFFModule","computeUm","source82.cpp"
"SMBHUQFFModule::computeUg1","SMBHUQFFModule","computeUg1","source82.cpp"
"SMBHUQFFModule::computeG","SMBHUQFFModule","computeG","source82.cpp"
"LENRUQFFModule::computePlasmaFreq","LENRUQFFModule","computePlasmaFreq","source83.cpp"
"LENRUQFFModule::computeElectricField","LENRUQFFModule","computeElectricField","source83.cpp"
"LENRUQFFModule::computeNeutronRate","LENRUQFFModule","computeNeutronRate","source83.cpp"
"LENRUQFFModule::computeUm","LENRUQFFModule","computeUm","source83.cpp"
"LENRUQFFModule::computeUg1","LENRUQFFModule","computeUg1","source83.cpp"
"LENRUQFFModule::computeUi","LENRUQFFModule","computeUi","source83.cpp"
"LENRUQFFModule::computeEnergyDensity","LENRUQFFModule","computeEnergyDensity","source83.cpp"
"LENRUQFFModule::computeEReact","LENRUQFFModule","computeEReact","source83.cpp"
"LENRUQFFModule::computeNeutronRate","LENRUQFFModule","computeNeutronRate","source83.cpp"
"LENRCalibUQFFModule::computeMuJ","LENRCalibUQFFModule","computeMuJ","source84.cpp"
"LENRCalibUQFFModule::computeEReact","LENRCalibUQFFModule","computeEReact","source84.cpp"
"LENRCalibUQFFModule::computeUm","LENRCalibUQFFModule","computeUm","source84.cpp"
"LENRCalibUQFFModule::computeElectricField","LENRCalibUQFFModule","computeElectricField","source84.cpp"
"LENRCalibUQFFModule::computeDeltaN","LENRCalibUQFFModule","computeDeltaN","source84.cpp"
"LENRCalibUQFFModule::computeRhoVacUAScm","LENRCalibUQFFModule","computeRhoVacUAScm","source84.cpp"
"LENRCalibUQFFModule::computeNonLocalExp","LENRCalibUQFFModule","computeNonLocalExp","source84.cpp"
"LENRCalibUQFFModule::computeEta","LENRCalibUQFFModule","computeEta","source84.cpp"
"LENRCalibUQFFModule::computeEta","LENRCalibUQFFModule","computeEta","source84.cpp"
"NGC346UQFFModule::computeHtz","NGC346UQFFModule","computeHtz","source85.cpp"
"NGC346UQFFModule::computeFenv","NGC346UQFFModule","computeFenv","source85.cpp"
"NGC346UQFFModule::computeUg1","NGC346UQFFModule","computeUg1","source85.cpp"
"NGC346UQFFModule::computeUg2","NGC346UQFFModule","computeUg2","source85.cpp"
"NGC346UQFFModule::computeUg3","NGC346UQFFModule","computeUg3","source85.cpp"
"NGC346UQFFModule::computeUg4","NGC346UQFFModule","computeUg4","source85.cpp"
"NGC346UQFFModule::computeUi","NGC346UQFFModule","computeUi","source85.cpp"
"NGC346UQFFModule::computeUm","NGC346UQFFModule","computeUm","source85.cpp"
"NGC346UQFFModule::computePsiIntegral","NGC346UQFFModule","computePsiIntegral","source85.cpp"
"NGC346UQFFModule::computeQuantumTerm","NGC346UQFFModule","computeQuantumTerm","source85.cpp"
